"id","product_code","unit_price","category","stock_sold","sale","salesman_name","customer_name","customer_gender","age","location_customer","location_shop","datetime"
1105,"Product XC76",20,"Health",13,260,"Jeannette Willavoys","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2022-03-10 16:30:00
1106,"Product XC73",10,"Fashion",8,80,"Bank Chataignier","Carly Janeczek","Female",20,"3016 Oak Valley Alley","Charleston",2019-12-12 09:00:00
1107,"Product XC71",5,"Food",4,20,"Bank Chataignier","Florri Gonnin","Female",57,"7 Spaight Crossing","Charleston",2022-06-21 15:30:00
1108,"Product XC57",25,"Toys",9,225,"Goddard Twiddy","Anet Dunham","Female",19,"6 Walton Street","Peoria",2021-12-29 15:00:00
1109,"Product XC13",10,"Automotive",19,190,"Jeannette Willavoys","Lynda Dooley","Female",41,"42302 Erie Point","Baltimore",2018-09-26 21:30:00
1110,"Product XC29",40,"Health",20,800,"Emlynne Filipson","Ailis Brabham","Female",34,"38525 Dorton Alley","Midland",2022-06-04 09:30:00
1111,"Product XC57",25,"Furniture",6,150,"Marlowe Cheshir","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2018-06-29 14:30:00
1112,"Product XC68",30,"Furniture",13,390,"Jeannette Willavoys","Mellisa Plumbridge","Female",57,"18048 Sommers Alley","Baltimore",2022-10-09 11:30:00
1113,"Product XC12",8,"Furniture",20,160,"Cullin Shorte","Elston Kubal","Male",40,"347 Tennessee Junction","Baltimore",2020-07-27 02:00:00
1114,"Product XC79",40,"Electronics",24,960,"Marlowe Cheshir","Bridgette Sleney","Female",54,"24288 Larry Alley","Boise",2022-08-03 19:30:00
1115,"Product XC55",15,"Food",9,135,"Theressa Orbine","Wendel Brunel","Male",35,"15917 Fremont Crossing","El Paso",2020-05-01 01:00:00
1116,"Product XC35",15,"Health",7,105,"Antonetta Tindall","Randi Leighton","Male",37,"69139 Dahle Drive","Baltimore",2019-06-06 19:30:00
1117,"Product XC62",8,"Toys",18,144,"Gerek Musterd","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2022-10-24 03:30:00
1118,"Product XC34",12,"Fashion",16,192,"Nanine Sandercock","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2019-08-12 01:30:00
1119,"Product XC62",8,"Health",16,128,"Jeannette Willavoys","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2022-11-03 18:00:00
1120,"Product XC17",25,"Furniture",3,75,"Emlynne Filipson","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2022-07-15 04:30:00
1121,"Product XC11",5,"Fashion",13,65,"Kellina Sayward","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2022-07-24 00:00:00
1122,"Product XC70",50,"Automotive",17,850,"Gerek Musterd","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2018-04-01 13:30:00
1123,"Product XC68",30,"Electronics",19,570,"Marlowe Cheshir","Bridgette Sleney","Female",54,"24288 Larry Alley","Boise",2018-09-09 05:30:00
1124,"Product XC48",30,"Automotive",13,390,"Chris Andreone","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2021-10-29 09:00:00
1125,"Product XC78",30,"Toys",10,300,"Boyce Krikorian","Dimitry Joselovitch","Male",23,"0204 Chive Road","Charleston",2021-10-08 04:00:00
1126,"Product XC15",15,"Health",20,300,"Boyce Krikorian","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2021-04-10 06:00:00
1127,"Product XC22",8,"Furniture",22,176,"Gorden Woolis","Christiano Corssen","Male",18,"7 Spaight Crossing","Charleston",2020-11-05 02:00:00
1128,"Product XC16",20,"Electronics",17,340,"Nanine Sandercock","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2018-09-14 10:00:00
1129,"Product XC51",5,"Electronics",22,110,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2018-12-04 02:30:00
1130,"Product XC19",40,"Furniture",4,160,"Cullin Shorte","Buddy Graalman","Male",27,"347 Tennessee Junction","Baltimore",2019-01-30 22:30:00
1131,"Product XC45",15,"Furniture",20,300,"Emlynne Filipson","Ashlen Upstell","Female",47,"38525 Dorton Alley","Midland",2021-11-15 12:30:00
1132,"Product XC12",8,"Food",13,104,"Boyce Krikorian","Burnard Lytell","Male",60,"69745 Butternut Plaza","Charleston",2022-12-15 08:00:00
1133,"Product XC40",50,"Health",6,300,"Boyce Krikorian","Dimitry Joselovitch","Male",23,"0204 Chive Road","Charleston",2022-04-02 04:00:00
1134,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"65 Helena Way","Boise",2021-12-28 01:00:00
1135,"Product XC21",5,"Health",25,125,"Chris Andreone","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2019-12-16 04:00:00
1136,"Product XC38",30,"Automotive",17,510,"Emlynne Filipson","Mireielle Hymus","Female",37,"597 Miller Way","Midland",2020-03-07 12:00:00
1137,"Product XC80",50,"Fashion",5,250,"Theressa Orbine","Zelma Frarey","Female",26,"87 Farragut Parkway","El Paso",2018-10-15 22:00:00
1138,"Product XC64",12,"Food",12,144,"Marlowe Cheshir","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2022-11-04 04:30:00
1139,"Product XC43",10,"Fashion",16,160,"Jeannette Willavoys","Rosaline Breagan","Female",21,"18048 Sommers Alley","Baltimore",2020-05-17 05:30:00
1140,"Product XC16",20,"Fashion",11,220,"Marlowe Cheshir","Kristofor Chanders","Male",20,"627 Surrey Way","Boise",2022-01-09 19:00:00
1141,"Product XC16",20,"Toys",21,420,"Em Oxtaby","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2020-08-09 02:00:00
1142,"Product XC33",10,"Toys",14,140,"Boyce Krikorian","Jared McCreery","Male",36,"3016 Oak Valley Alley","Charleston",2021-11-19 03:30:00
1143,"Product XC10",50,"Beauty",9,450,"Boyce Krikorian","Audie Salliere","Female",58,"52543 Mallard Place","Charleston",2019-04-11 18:30:00
1144,"Product XC29",40,"Electronics",7,280,"Cullin Shorte","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2018-02-01 00:30:00
1145,"Product XC69",40,"Electronics",16,640,"Boyce Krikorian","Pasquale Gauden","Male",25,"0204 Chive Road","Charleston",2018-04-19 16:30:00
1146,"Product XC58",30,"Fashion",18,540,"Jeannette Willavoys","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2022-08-27 02:00:00
1147,"Product XC10",50,"Fashion",14,700,"Nanine Sandercock","Kristan Yablsley","Female",20,"651 Mariners Cove Place","Midland",2019-05-21 11:00:00
1148,"Product XC67",25,"Food",11,275,"Theressa Orbine","Tonnie Derisly","Male",57,"117 Farmco Drive","El Paso",2021-05-31 07:00:00
1149,NA,NA,NA,NA,NA,"Marlowe Cheshir",NA,NA,NA,"65 Helena Way","Boise",2018-07-16 12:00:00
1150,NA,NA,NA,NA,NA,"Marlowe Cheshir",NA,NA,NA,"65 Helena Way","Boise",2020-03-16 04:30:00
1151,"Product XC62",8,"Furniture",9,72,"Jeannette Willavoys","Kendra Cullinan","Female",56,"9259 Clemons Plaza","Baltimore",2019-12-26 02:00:00
1152,"Product XC55",15,"Food",13,195,"Theressa Orbine","Galen Evelyn","Male",35,"117 Farmco Drive","El Paso",2018-02-08 12:30:00
1153,"Product XC24",12,"Toys",19,228,"Nanine Sandercock","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2022-06-09 23:00:00
1154,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"52436 Jenifer Court","Boise",2019-10-14 15:30:00
1155,"Product XC10",50,"Electronics",15,750,"Mireille Stott","Agneta McFetridge","Female",52,"24288 Larry Alley","Boise",2019-01-04 19:00:00
1156,"Product XC75",15,"Furniture",13,195,"Bank Chataignier","Wyn Garmey","Male",44,"69745 Butternut Plaza","Charleston",2021-09-14 19:00:00
1157,"Product XC23",10,"Electronics",11,110,"Em Oxtaby","Gratiana Bonifazio","Female",53,"117 Farmco Drive","El Paso",2020-03-12 00:30:00
1158,"Product XC57",25,"Automotive",15,375,"Boyce Krikorian","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2020-10-30 23:00:00
1159,"Product XC31",5,"Electronics",17,85,"Nanine Sandercock","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2022-10-09 02:00:00
1160,"Product XC66",20,"Health",3,60,"Jeannette Willavoys","Murial Baudinelli","Female",31,"69139 Dahle Drive","Baltimore",2021-09-17 03:00:00
1161,"Product XC42",8,"Electronics",5,40,"Gerek Musterd","Kristan Yablsley","Female",20,"651 Mariners Cove Place","Midland",2021-11-10 20:30:00
1162,"Product XC38",30,"Electronics",24,720,"Ingelbert Boliver","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2018-02-14 20:00:00
1163,"Product XC56",20,"Health",19,380,"Boyce Krikorian","Pasquale Gauden","Male",25,"0204 Chive Road","Charleston",2019-07-10 08:00:00
1164,"Product XC33",10,"Beauty",15,150,"Cullin Shorte","Rosaline Breagan","Female",21,"18048 Sommers Alley","Baltimore",2018-01-14 21:30:00
1165,"Product XC16",20,"Food",21,420,"Chris Andreone","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2018-03-11 08:00:00
1166,"Product XC26",20,"Health",11,220,"Gerek Musterd","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2021-06-05 15:00:00
1167,"Product XC55",15,"Toys",3,45,"Cullin Shorte","Kendra Cullinan","Female",56,"9259 Clemons Plaza","Baltimore",2022-02-26 13:30:00
1168,"Product XC53",10,"Furniture",14,140,"Mireille Stott","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2022-05-10 10:00:00
1169,"Product XC09",40,"Health",16,640,"Chris Andreone","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2018-09-08 20:00:00
1170,"Product XC42",8,"Health",23,184,"Bank Chataignier","Christiano Corssen","Male",18,"7 Spaight Crossing","Charleston",2019-10-02 05:00:00
1171,"Product XC07",25,"Electronics",10,250,"Em Oxtaby","Galen Evelyn","Male",35,"117 Farmco Drive","El Paso",2022-03-17 20:30:00
1172,"Product XC20",50,"Food",5,250,"Emlynne Filipson","Lonnie Henriksson","Female",56,"58688 Atwood Circle","Midland",2018-09-12 12:00:00
1173,"Product XC50",50,"Health",23,1150,"Chris Andreone","Wendel Brunel","Male",35,"15917 Fremont Crossing","El Paso",2018-05-28 01:00:00
1174,"Product XC47",25,"Automotive",19,475,"Mireille Stott","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2018-07-27 03:30:00
1175,"Product XC26",20,"Health",18,360,"Chris Andreone","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2022-01-28 06:30:00
1176,"Product XC44",12,"Automotive",22,264,"Nanine Sandercock","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2019-12-30 13:00:00
1177,"Product XC22",8,"Fashion",16,128,"Oran Eustis","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2018-10-25 00:30:00
1178,"Product XC34",12,"Food",25,300,"Theressa Orbine","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2019-02-02 11:30:00
1179,"Product XC17",25,"Food",7,175,"Mireille Stott","Kristofor Chanders","Male",20,"627 Surrey Way","Boise",2019-02-26 04:00:00
1180,"Product XC03",10,"Food",24,240,"Ingelbert Boliver","Boycey Ocurran","Male",23,"8064 Menomonie Alley","Peoria",2021-03-25 16:00:00
1181,"Product XC02",8,"Food",14,112,"Theressa Orbine","Anne-marie Whelan","Female",58,"117 Farmco Drive","El Paso",2018-08-16 14:30:00
1182,"Product XC76",20,"Beauty",21,420,"Goddard Twiddy","Boycey Ocurran","Male",23,"8064 Menomonie Alley","Peoria",2019-10-24 12:30:00
1183,"Product XC59",40,"Beauty",22,880,"Ingelbert Boliver","Drew Dahlgren","Male",38,"8064 Menomonie Alley","Peoria",2020-06-03 14:30:00
1184,"Product XC03",10,"Automotive",19,190,"Jeannette Willavoys","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2022-07-28 10:00:00
1185,"Product XC63",10,"Toys",7,70,"Oran Eustis","Lois Skillings","Female",32,"703 Harbort Terrace","Peoria",2018-09-27 11:00:00
1186,"Product XC78",30,"Electronics",6,180,"Bank Chataignier","Vaughn Gages","Male",41,"3016 Oak Valley Alley","Charleston",2020-05-12 19:00:00
1187,"Product XC56",20,"Automotive",13,260,"Boyce Krikorian","Nate Swannick","Male",45,"69745 Butternut Plaza","Charleston",2022-03-19 20:30:00
1188,"Product XC50",50,"Health",9,450,"Chris Andreone","Wendel Brunel","Male",35,"15917 Fremont Crossing","El Paso",2022-07-05 12:00:00
1189,"Product XC01",5,"Beauty",23,115,"Oran Eustis","Anet Dunham","Female",19,"6 Walton Street","Peoria",2022-08-25 23:30:00
1190,"Product XC06",20,"Furniture",23,460,"Marlowe Cheshir","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2019-01-17 12:30:00
1191,"Product XC73",10,"Automotive",18,180,"Goddard Twiddy","Abigael Anglish","Female",29,"8064 Menomonie Alley","Peoria",2018-02-02 11:30:00
1192,"Product XC26",20,"Furniture",4,80,"Emlynne Filipson","Mireielle Hymus","Female",37,"597 Miller Way","Midland",2018-01-07 05:30:00
1193,"Product XC71",5,"Food",21,105,"Antonetta Tindall","Norby Prier","Male",23,"18048 Sommers Alley","Baltimore",2018-09-11 00:00:00
1194,"Product XC31",5,"Beauty",17,85,"Marlowe Cheshir","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2019-12-01 22:00:00
1195,"Product XC19",40,"Toys",13,520,"Bank Chataignier","Eugene Darree","Male",28,"52543 Mallard Place","Charleston",2022-12-06 06:30:00
1196,"Product XC58",30,"Furniture",21,630,"Marlowe Cheshir","Bridgette Sleney","Female",54,"24288 Larry Alley","Boise",2020-06-09 09:00:00
1197,"Product XC76",20,"Food",7,140,"Antonetta Tindall","Jimmie McNulty","Male",52,"18048 Sommers Alley","Baltimore",2022-08-23 09:00:00
1198,"Product XC31",5,"Fashion",21,105,"Cullin Shorte","Randi Leighton","Male",37,"69139 Dahle Drive","Baltimore",2020-06-23 05:00:00
1199,"Product XC79",40,"Electronics",23,920,"Em Oxtaby","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-01-04 08:00:00
1200,"Product XC68",30,"Toys",9,270,"Bank Chataignier","Guy Pittford","Male",29,"69745 Butternut Plaza","Charleston",2020-12-26 17:30:00
1201,"Product XC56",20,"Automotive",19,380,"Ingelbert Boliver","Ginny Langdale","Female",31,"1136 Bunker Hill Hill","Peoria",2019-11-29 05:30:00
1202,"Product XC05",15,"Fashion",13,195,"Em Oxtaby","Maxi Fendlow","Female",48,"15917 Fremont Crossing","El Paso",2022-04-29 19:30:00
1203,"Product XC38",30,"Electronics",5,150,"Cullin Shorte","Randi Leighton","Male",37,"69139 Dahle Drive","Baltimore",2022-02-12 05:30:00
1204,"Product XC51",5,"Food",13,65,"Gerek Musterd","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2020-03-18 12:00:00
1205,"Product XC60",50,"Toys",9,450,"Gorden Woolis","Eugene Darree","Male",28,"52543 Mallard Place","Charleston",2020-02-27 12:30:00
1206,"Product XC03",10,"Toys",24,240,"Jeannette Willavoys","Jimmie McNulty","Male",52,"18048 Sommers Alley","Baltimore",2019-02-09 06:30:00
1207,"Product XC24",12,"Electronics",9,108,"Theressa Orbine","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2022-11-15 14:30:00
1208,"Product XC61",5,"Food",10,50,"Boyce Krikorian","Tonye Pipe","Female",64,"3016 Oak Valley Alley","Charleston",2021-08-27 07:00:00
1209,"Product XC12",8,"Automotive",6,48,"Chris Andreone","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2022-11-23 06:30:00
1210,"Product XC17",25,"Toys",22,550,"Chris Andreone","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2020-03-20 01:30:00
1211,"Product XC31",5,"Toys",3,15,"Oran Eustis","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2020-12-02 20:00:00
1212,"Product XC42",8,"Health",17,136,"Kellina Sayward","Agneta McFetridge","Female",52,"24288 Larry Alley","Boise",2021-03-16 11:30:00
1213,"Product XC21",5,"Fashion",22,110,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-05-13 03:00:00
1214,NA,NA,NA,NA,NA,"Marlowe Cheshir",NA,NA,NA,"52436 Jenifer Court","Boise",2021-11-29 20:30:00
1215,"Product XC13",10,"Beauty",25,250,"Kellina Sayward","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2021-08-06 21:30:00
1216,"Product XC50",50,"Toys",5,250,"Gerek Musterd","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2022-12-12 00:00:00
1217,"Product XC34",12,"Health",22,264,"Cullin Shorte","Murial Baudinelli","Female",31,"69139 Dahle Drive","Baltimore",2019-03-25 10:00:00
1218,"Product XC06",20,"Furniture",5,100,"Oran Eustis","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2020-06-10 09:00:00
1219,"Product XC29",40,"Fashion",3,120,"Antonetta Tindall","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2018-08-29 00:00:00
1220,"Product XC44",12,"Electronics",24,288,"Boyce Krikorian","Jared McCreery","Male",36,"3016 Oak Valley Alley","Charleston",2022-05-22 03:30:00
1221,"Product XC50",50,"Furniture",23,1150,"Jeannette Willavoys","Marcia Connikie","Female",53,"347 Tennessee Junction","Baltimore",2019-09-27 13:30:00
1222,"Product XC80",50,"Beauty",10,500,"Nanine Sandercock","Lonnie Henriksson","Female",56,"58688 Atwood Circle","Midland",2021-08-31 05:00:00
1223,"Product XC34",12,"Automotive",24,288,"Boyce Krikorian","Burnard Lytell","Male",60,"69745 Butternut Plaza","Charleston",2018-08-07 18:00:00
1224,"Product XC11",5,"Electronics",23,115,"Gerek Musterd","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2019-07-28 23:30:00
1225,"Product XC65",15,"Fashion",10,150,"Chris Andreone","Zelma Frarey","Female",26,"87 Farragut Parkway","El Paso",2018-02-14 16:00:00
1226,"Product XC53",10,"Furniture",21,210,"Cullin Shorte","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2020-03-24 14:00:00
1227,"Product XC57",25,"Food",20,500,"Goddard Twiddy","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2019-03-14 17:00:00
1228,"Product XC75",15,"Food",12,180,"Gerek Musterd","Pernell Laydel","Male",46,"04 Holy Cross Road","Midland",2022-02-17 00:30:00
1229,"Product XC60",50,"Beauty",21,1050,"Boyce Krikorian","Tonye Pipe","Female",64,"3016 Oak Valley Alley","Charleston",2020-06-26 11:30:00
1230,"Product XC51",5,"Fashion",15,75,"Bank Chataignier","Guy Pittford","Male",29,"69745 Butternut Plaza","Charleston",2021-01-22 13:30:00
1231,"Product XC80",50,"Health",16,800,"Gorden Woolis","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2021-09-04 09:00:00
1232,"Product XC30",50,"Beauty",9,450,"Antonetta Tindall","Kendra Cullinan","Female",56,"9259 Clemons Plaza","Baltimore",2022-05-21 09:30:00
1233,"Product XC05",15,"Beauty",5,75,"Ingelbert Boliver","Anet Dunham","Female",19,"6 Walton Street","Peoria",2019-11-01 16:00:00
1234,"Product XC76",20,"Electronics",9,180,"Antonetta Tindall","Marcia Connikie","Female",53,"347 Tennessee Junction","Baltimore",2021-02-19 01:30:00
1235,"Product XC24",12,"Beauty",3,36,"Theressa Orbine","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2019-08-25 03:30:00
1236,"Product XC32",8,"Beauty",13,104,"Bank Chataignier","Burnard Lytell","Male",60,"69745 Butternut Plaza","Charleston",2021-09-11 13:30:00
1237,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"52436 Jenifer Court","Boise",2022-11-11 21:30:00
1238,"Product XC54",12,"Food",17,204,"Gerek Musterd","Evangeline De Robertis","Female",35,"597 Miller Way","Midland",2020-12-05 02:30:00
1239,"Product XC63",10,"Health",7,70,"Emlynne Filipson","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2020-09-26 05:00:00
1240,"Product XC52",8,"Toys",17,136,"Antonetta Tindall","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2018-11-14 13:30:00
1241,"Product XC80",50,"Health",10,500,"Chris Andreone","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2021-12-01 18:30:00
1242,"Product XC76",20,"Beauty",7,140,"Mireille Stott","Jacklin Grob","Female",24,"627 Surrey Way","Boise",2018-08-04 21:00:00
1243,"Product XC05",15,"Fashion",8,120,"Chris Andreone","Wendel Brunel","Male",35,"15917 Fremont Crossing","El Paso",2022-02-24 09:00:00
1244,"Product XC70",50,"Electronics",21,1050,"Marlowe Cheshir","Agneta McFetridge","Female",52,"24288 Larry Alley","Boise",2020-07-08 09:30:00
1245,"Product XC65",15,"Fashion",10,150,"Gerek Musterd","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2022-10-12 15:00:00
1246,"Product XC04",12,"Health",23,276,"Oran Eustis","Jerrome Trownson","Male",58,"703 Harbort Terrace","Peoria",2021-04-04 13:00:00
1247,"Product XC12",8,"Food",19,152,"Antonetta Tindall","Murial Baudinelli","Female",31,"69139 Dahle Drive","Baltimore",2019-06-07 17:30:00
1248,"Product XC69",40,"Health",9,360,"Bank Chataignier","Pasquale Gauden","Male",25,"0204 Chive Road","Charleston",2021-08-13 07:30:00
1249,"Product XC18",30,"Toys",20,600,"Theressa Orbine","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2018-01-02 07:30:00
1250,"Product XC21",5,"Beauty",25,125,"Ingelbert Boliver","Susan Sterry","Female",26,"703 Harbort Terrace","Peoria",2021-02-10 08:00:00
1251,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"52436 Jenifer Court","Boise",2020-06-05 06:00:00
1252,"Product XC35",15,"Beauty",3,45,"Oran Eustis","Anet Dunham","Female",19,"6 Walton Street","Peoria",2019-05-15 01:00:00
1253,"Product XC69",40,"Health",12,480,"Ingelbert Boliver","Jerrome Trownson","Male",58,"703 Harbort Terrace","Peoria",2018-04-02 05:30:00
1254,"Product XC19",40,"Health",4,160,"Jeannette Willavoys","Buddy Graalman","Male",27,"347 Tennessee Junction","Baltimore",2021-12-14 02:30:00
1255,"Product XC76",20,"Toys",11,220,"Nanine Sandercock","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2021-09-24 08:30:00
1256,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"65 Helena Way","Boise",2022-01-15 16:00:00
1257,"Product XC69",40,"Fashion",21,840,"Em Oxtaby","Anne-marie Whelan","Female",58,"117 Farmco Drive","El Paso",2020-12-09 04:00:00
1258,"Product XC17",25,"Furniture",19,475,"Ingelbert Boliver","Anet Dunham","Female",19,"6 Walton Street","Peoria",2019-11-12 15:30:00
1259,"Product XC73",10,"Beauty",21,210,"Boyce Krikorian","Jared McCreery","Male",36,"3016 Oak Valley Alley","Charleston",2022-12-30 16:30:00
1260,"Product XC18",30,"Electronics",9,270,"Gorden Woolis","Vaughn Gages","Male",41,"3016 Oak Valley Alley","Charleston",2019-02-03 13:00:00
1261,"Product XC14",12,"Automotive",25,300,"Emlynne Filipson","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2021-04-02 12:30:00
1262,"Product XC05",15,"Food",7,105,"Antonetta Tindall","Murial Baudinelli","Female",31,"69139 Dahle Drive","Baltimore",2018-04-24 18:30:00
1263,"Product XC70",50,"Electronics",8,400,"Nanine Sandercock","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2021-12-15 11:30:00
1264,"Product XC69",40,"Furniture",15,600,"Goddard Twiddy","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2019-08-07 13:00:00
1265,"Product XC36",20,"Furniture",4,80,"Kellina Sayward","Alyce Mariner","Female",59,"627 Surrey Way","Boise",2022-09-17 04:00:00
1266,"Product XC50",50,"Furniture",22,1100,"Bank Chataignier","Jared McCreery","Male",36,"3016 Oak Valley Alley","Charleston",2018-06-26 18:00:00
1267,"Product XC49",40,"Fashion",15,600,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2021-05-20 11:30:00
1268,"Product XC31",5,"Automotive",14,70,"Jeannette Willavoys","Rosaline Breagan","Female",21,"18048 Sommers Alley","Baltimore",2018-01-31 06:30:00
1269,"Product XC38",30,"Electronics",4,120,"Oran Eustis","Boycey Ocurran","Male",23,"8064 Menomonie Alley","Peoria",2022-02-08 14:30:00
1270,"Product XC39",40,"Electronics",20,800,"Kellina Sayward","Wileen Everson","Female",20,"24288 Larry Alley","Boise",2019-03-29 02:30:00
1271,"Product XC06",20,"Fashion",15,300,"Bank Chataignier","Christiano Corssen","Male",18,"7 Spaight Crossing","Charleston",2022-11-04 16:00:00
1272,"Product XC21",5,"Toys",22,110,"Chris Andreone","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2019-05-03 15:30:00
1273,"Product XC33",10,"Fashion",10,100,"Oran Eustis","Thomasina Huttley","Female",23,"8064 Menomonie Alley","Peoria",2021-08-25 17:30:00
1274,"Product XC79",40,"Health",3,120,"Mireille Stott","Waite Olford","Male",29,"24288 Larry Alley","Boise",2021-11-17 21:00:00
1275,"Product XC70",50,"Beauty",6,300,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2022-02-09 22:30:00
1276,"Product XC68",30,"Health",25,750,"Chris Andreone","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2021-05-16 00:30:00
1277,"Product XC73",10,"Electronics",23,230,"Goddard Twiddy","Ginny Langdale","Female",31,"1136 Bunker Hill Hill","Peoria",2022-03-13 01:00:00
1278,"Product XC07",25,"Beauty",25,625,"Boyce Krikorian","Eugene Darree","Male",28,"52543 Mallard Place","Charleston",2019-11-29 02:00:00
1279,"Product XC40",50,"Automotive",11,550,"Boyce Krikorian","Jared McCreery","Male",36,"3016 Oak Valley Alley","Charleston",2020-12-19 20:30:00
1280,"Product XC59",40,"Automotive",23,920,"Theressa Orbine","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2021-10-14 13:30:00
1281,"Product XC48",30,"Beauty",17,510,"Em Oxtaby","Maxi Fendlow","Female",48,"15917 Fremont Crossing","El Paso",2020-12-10 04:00:00
1282,"Product XC14",12,"Food",18,216,"Jeannette Willavoys","Simon Land","Male",38,"42302 Erie Point","Baltimore",2018-04-24 21:30:00
1283,"Product XC76",20,"Fashion",18,360,"Bank Chataignier","Briano Jollye","Male",19,"52543 Mallard Place","Charleston",2020-06-11 20:00:00
1284,"Product XC10",50,"Food",9,450,"Nanine Sandercock","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2020-01-31 08:30:00
1285,"Product XC60",50,"Food",25,1250,"Gerek Musterd","Mireielle Hymus","Female",37,"597 Miller Way","Midland",2022-04-24 15:30:00
1286,"Product XC19",40,"Food",24,960,"Nanine Sandercock","Mireielle Hymus","Female",37,"597 Miller Way","Midland",2020-08-14 09:00:00
1287,"Product XC34",12,"Beauty",15,180,"Jeannette Willavoys","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2019-09-28 15:30:00
1288,"Product XC25",15,"Electronics",13,195,"Kellina Sayward","Waite Olford","Male",29,"24288 Larry Alley","Boise",2021-09-30 06:00:00
